,County Name
2030,"Sargent County, ND"
2031,"Sheridan County, ND"
2032,"Sioux County, ND"
2033,"Slope County, ND"
2034,"Stark County, ND"
2035,"Steele County, ND"
2036,"Stutsman County, ND"
2037,"Towner County, ND"
2038,"Traill County, ND"
2039,"Walsh County, ND"
2040,"Ward County, ND"
2041,"Wells County, ND"
2042,"Williams County, ND"
2043,"Adams County, OH"
2044,"Allen County, OH"
2045,"Ashland County, OH"
2046,"Ashtabula County, OH"
2047,"Athens County, OH"
2048,"Auglaize County, OH"
2049,"Belmont County, OH"
2050,"Brown County, OH"
2051,"Butler County, OH"
2052,"Carroll County, OH"
2053,"Champaign County, OH"
2054,"Clark County, OH"
2055,"Clermont County, OH"
2056,"Clinton County, OH"
2057,"Columbiana County, OH"
2058,"Coshocton County, OH"
2059,"Crawford County, OH"
2060,"Cuyahoga County, OH"
2061,"Darke County, OH"
2062,"Defiance County, OH"
2063,"Delaware County, OH"
2064,"Erie County, OH"
2065,"Fairfield County, OH"
2066,"Fayette County, OH"
2067,"Franklin County, OH"
2068,"Fulton County, OH"
2069,"Gallia County, OH"
2070,"Geauga County, OH"
2071,"Greene County, OH"
2072,"Guernsey County, OH"
2073,"Hamilton County, OH"
2074,"Hancock County, OH"
2075,"Hardin County, OH"
2076,"Harrison County, OH"
2077,"Henry County, OH"
2078,"Highland County, OH"
2079,"Hocking County, OH"
2080,"Holmes County, OH"
2081,"Huron County, OH"
2082,"Jackson County, OH"
2083,"Jefferson County, OH"
2084,"Knox County, OH"
2085,"Lake County, OH"
2086,"Lawrence County, OH"
2087,"Licking County, OH"
2088,"Logan County, OH"
2089,"Lorain County, OH"
2090,"Lucas County, OH"
2091,"Madison County, OH"
2092,"Mahoning County, OH"
2093,"Marion County, OH"
2094,"Medina County, OH"
2095,"Meigs County, OH"
2096,"Mercer County, OH"
2097,"Miami County, OH"
2098,"Monroe County, OH"
2099,"Montgomery County, OH"
2100,"Morgan County, OH"
2101,"Morrow County, OH"
2102,"Muskingum County, OH"
2103,"Noble County, OH"
2104,"Ottawa County, OH"
2105,"Paulding County, OH"
2106,"Perry County, OH"
2107,"Pickaway County, OH"
2108,"Pike County, OH"
2109,"Portage County, OH"
2110,"Preble County, OH"
2111,"Putnam County, OH"
2112,"Richland County, OH"
2113,"Ross County, OH"
2114,"Sandusky County, OH"
2115,"Scioto County, OH"
2116,"Seneca County, OH"
2117,"Shelby County, OH"
2118,"Stark County, OH"
2119,"Summit County, OH"
2120,"Trumbull County, OH"
2121,"Tuscarawas County, OH"
2122,"Union County, OH"
2123,"Van Wert County, OH"
2124,"Vinton County, OH"
2125,"Warren County, OH"
2126,"Washington County, OH"
2127,"Wayne County, OH"
2128,"Williams County, OH"
2129,"Wood County, OH"
2130,"Wyandot County, OH"
2131,"Adair County, OK"
2132,"Alfalfa County, OK"
2133,"Atoka County, OK"
2134,"Beaver County, OK"
2135,"Beckham County, OK"
2136,"Blaine County, OK"
2137,"Bryan County, OK"
2138,"Caddo County, OK"
2139,"Canadian County, OK"
2140,"Carter County, OK"
2141,"Cherokee County, OK"
2142,"Choctaw County, OK"
2143,"Cimarron County, OK"
2144,"Cleveland County, OK"
2145,"Coal County, OK"
2146,"Comanche County, OK"
2147,"Cotton County, OK"
2148,"Craig County, OK"
2149,"Creek County, OK"
2150,"Custer County, OK"
2151,"Delaware County, OK"
2152,"Dewey County, OK"
2153,"Ellis County, OK"
2154,"Garfield County, OK"
2155,"Garvin County, OK"
2156,"Grady County, OK"
2157,"Grant County, OK"
2158,"Greer County, OK"
2159,"Harmon County, OK"
2160,"Harper County, OK"
2161,"Haskell County, OK"
2162,"Hughes County, OK"
2163,"Jackson County, OK"
2164,"Jefferson County, OK"
2165,"Johnston County, OK"
2166,"Kay County, OK"
2167,"Kingfisher County, OK"
2168,"Kiowa County, OK"
2169,"Latimer County, OK"
2170,"Le Flore County, OK"
2171,"Lincoln County, OK"
2172,"Logan County, OK"
2173,"Love County, OK"
2174,"McClain County, OK"
2175,"McCurtain County, OK"
2176,"McIntosh County, OK"
2177,"Major County, OK"
2178,"Marshall County, OK"
2179,"Mayes County, OK"
2180,"Murray County, OK"
2181,"Muskogee County, OK"
2182,"Noble County, OK"
2183,"Nowata County, OK"
2184,"Okfuskee County, OK"
2185,"Oklahoma County, OK"
2186,"Okmulgee County, OK"
2187,"Osage County, OK"
2188,"Ottawa County, OK"
2189,"Pawnee County, OK"
2190,"Payne County, OK"
2191,"Pittsburg County, OK"
2192,"Pontotoc County, OK"
2193,"Pottawatomie County, OK"
2194,"Pushmataha County, OK"
2195,"Roger Mills County, OK"
2196,"Rogers County, OK"
2197,"Seminole County, OK"
2198,"Sequoyah County, OK"
2199,"Stephens County, OK"
2200,"Texas County, OK"
2201,"Tillman County, OK"
2202,"Tulsa County, OK"
2203,"Wagoner County, OK"
2204,"Washington County, OK"
2205,"Washita County, OK"
2206,"Woods County, OK"
2207,"Woodward County, OK"
2208,"Baker County, OR"
2209,"Benton County, OR"
2210,"Clackamas County, OR"
2211,"Clatsop County, OR"
2212,"Columbia County, OR"
2213,"Coos County, OR"
2214,"Crook County, OR"
2215,"Curry County, OR"
2216,"Deschutes County, OR"
2217,"Douglas County, OR"
2218,"Gilliam County, OR"
2219,"Grant County, OR"
2220,"Harney County, OR"
2221,"Hood River County, OR"
2222,"Jackson County, OR"
2223,"Jefferson County, OR"
2224,"Josephine County, OR"
2225,"Klamath County, OR"
2226,"Lake County, OR"
2227,"Lane County, OR"
2228,"Lincoln County, OR"
2229,"Linn County, OR"
2230,"Malheur County, OR"
2231,"Marion County, OR"
2232,"Morrow County, OR"
2233,"Multnomah County, OR"
2234,"Polk County, OR"
2235,"Sherman County, OR"
2236,"Tillamook County, OR"
2237,"Umatilla County, OR"
2238,"Union County, OR"
2239,"Wallowa County, OR"
2240,"Wasco County, OR"
2241,"Washington County, OR"
2242,"Wheeler County, OR"
2243,"Yamhill County, OR"
2244,"Adams County, PA"
2245,"Allegheny County, PA"
2246,"Armstrong County, PA"
2247,"Beaver County, PA"
2248,"Bedford County, PA"
2249,"Berks County, PA"
2250,"Blair County, PA"
2251,"Bradford County, PA"
2252,"Bucks County, PA"
2253,"Butler County, PA"
2254,"Cambria County, PA"
2255,"Cameron County, PA"
2256,"Carbon County, PA"
2257,"Centre County, PA"
2258,"Chester County, PA"
2259,"Clarion County, PA"
2260,"Clearfield County, PA"
2261,"Clinton County, PA"
2262,"Columbia County, PA"
2263,"Crawford County, PA"
2264,"Cumberland County, PA"
2265,"Dauphin County, PA"
2266,"Delaware County, PA"
2267,"Elk County, PA"
2268,"Erie County, PA"
2269,"Fayette County, PA"
2270,"Forest County, PA"
2271,"Franklin County, PA"
2272,"Fulton County, PA"
2273,"Greene County, PA"
2274,"Huntingdon County, PA"
2275,"Indiana County, PA"
2276,"Jefferson County, PA"
2277,"Juniata County, PA"
2278,"Lackawanna County, PA"
2279,"Lancaster County, PA"
2280,"Lawrence County, PA"
2281,"Lebanon County, PA"
2282,"Lehigh County, PA"
2283,"Luzerne County, PA"
2284,"Lycoming County, PA"
2285,"McKean County, PA"
2286,"Mercer County, PA"
2287,"Mifflin County, PA"
2288,"Monroe County, PA"
2289,"Montgomery County, PA"
2290,"Montour County, PA"
2291,"Northampton County, PA"
2292,"Northumberland County, PA"
2293,"Perry County, PA"
2294,"Philadelphia County, PA"
2295,"Pike County, PA"
2296,"Potter County, PA"
2297,"Schuylkill County, PA"
2298,"Snyder County, PA"
2299,"Somerset County, PA"
2300,"Sullivan County, PA"
2301,"Susquehanna County, PA"
2302,"Tioga County, PA"
2303,"Union County, PA"
2304,"Venango County, PA"
2305,"Warren County, PA"
2306,"Washington County, PA"
2307,"Wayne County, PA"
2308,"Westmoreland County, PA"
2309,"Wyoming County, PA"
2310,"York County, PA"
2311,"Bristol County, RI"
2312,"Kent County, RI"
2313,"Newport County, RI"
2314,"Providence County, RI"
2315,"Washington County, RI"
2316,"Abbeville County, SC"
2317,"Aiken County, SC"
2318,"Allendale County, SC"
2319,"Anderson County, SC"
2320,"Bamberg County, SC"
2321,"Barnwell County, SC"
2322,"Beaufort County, SC"
2323,"Berkeley County, SC"
2324,"Calhoun County, SC"
2325,"Charleston County, SC"
2326,"Cherokee County, SC"
2327,"Chester County, SC"
2328,"Chesterfield County, SC"
2329,"Clarendon County, SC"
2330,"Colleton County, SC"
2331,"Darlington County, SC"
2332,"Dillon County, SC"
2333,"Dorchester County, SC"
2334,"Edgefield County, SC"
2335,"Fairfield County, SC"
2336,"Florence County, SC"
2337,"Georgetown County, SC"
2338,"Greenville County, SC"
2339,"Greenwood County, SC"
2340,"Hampton County, SC"
2341,"Horry County, SC"
2342,"Jasper County, SC"
2343,"Kershaw County, SC"
2344,"Lancaster County, SC"
2345,"Laurens County, SC"
2346,"Lee County, SC"
2347,"Lexington County, SC"
2348,"McCormick County, SC"
2349,"Marion County, SC"
2350,"Marlboro County, SC"
2351,"Newberry County, SC"
2352,"Oconee County, SC"
2353,"Orangeburg County, SC"
2354,"Pickens County, SC"
2355,"Richland County, SC"
2356,"Saluda County, SC"
2357,"Spartanburg County, SC"
2358,"Sumter County, SC"
2359,"Union County, SC"
2360,"Williamsburg County, SC"
2361,"York County, SC"
2362,"Aurora County, SD"
2363,"Beadle County, SD"
2364,"Bennett County, SD"
2365,"Bon Homme County, SD"
2366,"Brookings County, SD"
2367,"Brown County, SD"
2368,"Brule County, SD"
2369,"Buffalo County, SD"
2370,"Butte County, SD"
2371,"Campbell County, SD"
2372,"Charles Mix County, SD"
2373,"Clark County, SD"
2374,"Clay County, SD"
2375,"Codington County, SD"
2376,"Corson County, SD"
2377,"Custer County, SD"
2378,"Davison County, SD"
2379,"Day County, SD"
2380,"Deuel County, SD"
2381,"Dewey County, SD"
2382,"Douglas County, SD"
2383,"Edmunds County, SD"
2384,"Fall River County, SD"
2385,"Faulk County, SD"
2386,"Grant County, SD"
2387,"Gregory County, SD"
2388,"Haakon County, SD"
2389,"Hamlin County, SD"
2390,"Hand County, SD"
2391,"Hanson County, SD"
2392,"Harding County, SD"
2393,"Hughes County, SD"
2394,"Hutchinson County, SD"
2395,"Hyde County, SD"
2396,"Jackson County, SD"
2397,"Jerauld County, SD"
2398,"Jones County, SD"
2399,"Kingsbury County, SD"
2400,"Lake County, SD"
2401,"Lawrence County, SD"
2402,"Lincoln County, SD"
2403,"Lyman County, SD"
2404,"McCook County, SD"
2405,"McPherson County, SD"
2406,"Marshall County, SD"
2407,"Meade County, SD"
2408,"Mellette County, SD"
2409,"Miner County, SD"
2410,"Minnehaha County, SD"
2411,"Moody County, SD"
2412,"Oglala Lakota County, SD"
2413,"Pennington County, SD"
2414,"Perkins County, SD"
2415,"Potter County, SD"
2416,"Roberts County, SD"
2417,"Sanborn County, SD"
2418,"Spink County, SD"
2419,"Stanley County, SD"
2420,"Sully County, SD"
2421,"Todd County, SD"
2422,"Tripp County, SD"
2423,"Turner County, SD"
2424,"Union County, SD"
2425,"Walworth County, SD"
2426,"Yankton County, SD"
2427,"Ziebach County, SD"
2428,"Anderson County, TN"
2429,"Bedford County, TN"
2430,"Benton County, TN"
2431,"Bledsoe County, TN"
2432,"Blount County, TN"
2433,"Bradley County, TN"
2434,"Campbell County, TN"
2435,"Cannon County, TN"
2436,"Carroll County, TN"
2437,"Carter County, TN"
2438,"Cheatham County, TN"
2439,"Chester County, TN"
2440,"Claiborne County, TN"
2441,"Clay County, TN"
2442,"Cocke County, TN"
2443,"Coffee County, TN"
2444,"Crockett County, TN"
2445,"Cumberland County, TN"
2446,"Davidson County, TN"
2447,"Decatur County, TN"
2448,"DeKalb County, TN"
2449,"Dickson County, TN"
2450,"Dyer County, TN"
2451,"Fayette County, TN"
2452,"Fentress County, TN"
2453,"Franklin County, TN"
2454,"Gibson County, TN"
2455,"Giles County, TN"
2456,"Grainger County, TN"
2457,"Greene County, TN"
2458,"Grundy County, TN"
2459,"Hamblen County, TN"
2460,"Hamilton County, TN"
2461,"Hancock County, TN"
2462,"Hardeman County, TN"
2463,"Hardin County, TN"
2464,"Hawkins County, TN"
2465,"Haywood County, TN"
2466,"Henderson County, TN"
2467,"Henry County, TN"
2468,"Hickman County, TN"
2469,"Houston County, TN"
2470,"Humphreys County, TN"
2471,"Jackson County, TN"
2472,"Jefferson County, TN"
2473,"Johnson County, TN"
2474,"Knox County, TN"
2475,"Lake County, TN"
2476,"Lauderdale County, TN"
2477,"Lawrence County, TN"
2478,"Lewis County, TN"
2479,"Lincoln County, TN"
2480,"Loudon County, TN"
2481,"McMinn County, TN"
2482,"McNairy County, TN"
2483,"Macon County, TN"
2484,"Madison County, TN"
2485,"Marion County, TN"
2486,"Marshall County, TN"
2487,"Maury County, TN"
2488,"Meigs County, TN"
2489,"Monroe County, TN"
2490,"Montgomery County, TN"
2491,"Moore County, TN"
2492,"Morgan County, TN"
2493,"Obion County, TN"
2494,"Overton County, TN"
2495,"Perry County, TN"
2496,"Pickett County, TN"
2497,"Polk County, TN"
2498,"Putnam County, TN"
2499,"Rhea County, TN"
2500,"Roane County, TN"
2501,"Robertson County, TN"
2502,"Rutherford County, TN"
2503,"Scott County, TN"
2504,"Sequatchie County, TN"
2505,"Sevier County, TN"
2506,"Shelby County, TN"
2507,"Smith County, TN"
2508,"Stewart County, TN"
2509,"Sullivan County, TN"
2510,"Sumner County, TN"
2511,"Tipton County, TN"
2512,"Trousdale County, TN"
2513,"Unicoi County, TN"
2514,"Union County, TN"
2515,"Van Buren County, TN"
2516,"Warren County, TN"
2517,"Washington County, TN"
2518,"Wayne County, TN"
2519,"Weakley County, TN"
2520,"White County, TN"
2521,"Williamson County, TN"
2522,"Wilson County, TN"
2523,"Anderson County, TX"
2524,"Andrews County, TX"
2525,"Angelina County, TX"
2526,"Aransas County, TX"
2527,"Archer County, TX"
2528,"Armstrong County, TX"
2529,"Atascosa County, TX"
2530,"Austin County, TX"
2531,"Bailey County, TX"
2532,"Bandera County, TX"
2533,"Bastrop County, TX"
2534,"Baylor County, TX"
2535,"Bee County, TX"
2536,"Bell County, TX"
2537,"Bexar County, TX"
2538,"Blanco County, TX"
2539,"Borden County, TX"
2540,"Bosque County, TX"
2541,"Bowie County, TX"
2542,"Brazoria County, TX"
2543,"Brazos County, TX"
2544,"Brewster County, TX"
2545,"Briscoe County, TX"
2546,"Brooks County, TX"
2547,"Brown County, TX"
2548,"Burleson County, TX"
2549,"Burnet County, TX"
2550,"Caldwell County, TX"
2551,"Calhoun County, TX"
2552,"Callahan County, TX"
2553,"Cameron County, TX"
2554,"Camp County, TX"
2555,"Carson County, TX"
2556,"Cass County, TX"
2557,"Castro County, TX"
2558,"Chambers County, TX"
2559,"Cherokee County, TX"
2560,"Childress County, TX"
2561,"Clay County, TX"
2562,"Cochran County, TX"
2563,"Coke County, TX"
2564,"Coleman County, TX"
2565,"Collin County, TX"
2566,"Collingsworth County, TX"
2567,"Colorado County, TX"
2568,"Comal County, TX"
2569,"Comanche County, TX"
2570,"Concho County, TX"
2571,"Cooke County, TX"
2572,"Coryell County, TX"
2573,"Cottle County, TX"
2574,"Crane County, TX"
2575,"Crockett County, TX"
2576,"Crosby County, TX"
2577,"Culberson County, TX"
2578,"Dallam County, TX"
2579,"Dallas County, TX"
2580,"Dawson County, TX"
2581,"Deaf Smith County, TX"
2582,"Delta County, TX"
2583,"Denton County, TX"
2584,"DeWitt County, TX"
2585,"Dickens County, TX"
2586,"Dimmit County, TX"
2587,"Donley County, TX"
2588,"Duval County, TX"
2589,"Eastland County, TX"
2590,"Ector County, TX"
2591,"Edwards County, TX"
2592,"Ellis County, TX"
2593,"El Paso County, TX"
2594,"Erath County, TX"
2595,"Falls County, TX"
2596,"Fannin County, TX"
2597,"Fayette County, TX"
2598,"Fisher County, TX"
2599,"Floyd County, TX"
2600,"Foard County, TX"
2601,"Fort Bend County, TX"
2602,"Franklin County, TX"
2603,"Freestone County, TX"
2604,"Frio County, TX"
2605,"Gaines County, TX"
2606,"Galveston County, TX"
2607,"Garza County, TX"
2608,"Gillespie County, TX"
2609,"Glasscock County, TX"
2610,"Goliad County, TX"
2611,"Gonzales County, TX"
2612,"Gray County, TX"
2613,"Grayson County, TX"
2614,"Gregg County, TX"
2615,"Grimes County, TX"
2616,"Guadalupe County, TX"
2617,"Hale County, TX"
2618,"Hall County, TX"
2619,"Hamilton County, TX"
2620,"Hansford County, TX"
2621,"Hardeman County, TX"
2622,"Hardin County, TX"
2623,"Harris County, TX"
2624,"Harrison County, TX"
2625,"Hartley County, TX"
2626,"Haskell County, TX"
2627,"Hays County, TX"
2628,"Hemphill County, TX"
2629,"Henderson County, TX"
2630,"Hidalgo County, TX"
2631,"Hill County, TX"
2632,"Hockley County, TX"
2633,"Hood County, TX"
2634,"Hopkins County, TX"
2635,"Houston County, TX"
2636,"Howard County, TX"
2637,"Hudspeth County, TX"
2638,"Hunt County, TX"
2639,"Hutchinson County, TX"
2640,"Irion County, TX"
2641,"Jack County, TX"
2642,"Jackson County, TX"
2643,"Jasper County, TX"
2644,"Jeff Davis County, TX"
2645,"Jefferson County, TX"
2646,"Jim Hogg County, TX"
2647,"Jim Wells County, TX"
2648,"Johnson County, TX"
2649,"Jones County, TX"
2650,"Karnes County, TX"
2651,"Kaufman County, TX"
2652,"Kendall County, TX"
2653,"Kenedy County, TX"
2654,"Kent County, TX"
2655,"Kerr County, TX"
2656,"Kimble County, TX"
2657,"King County, TX"
2658,"Kinney County, TX"
2659,"Kleberg County, TX"
2660,"Knox County, TX"
2661,"Lamar County, TX"
2662,"Lamb County, TX"
2663,"Lampasas County, TX"
2664,"La Salle County, TX"
2665,"Lavaca County, TX"
2666,"Lee County, TX"
2667,"Leon County, TX"
2668,"Liberty County, TX"
2669,"Limestone County, TX"
2670,"Lipscomb County, TX"
2671,"Live Oak County, TX"
2672,"Llano County, TX"
2673,"Loving County, TX"
2674,"Lubbock County, TX"
2675,"Lynn County, TX"
2676,"McCulloch County, TX"
2677,"McLennan County, TX"
2678,"McMullen County, TX"
2679,"Madison County, TX"
2680,"Marion County, TX"
2681,"Martin County, TX"
2682,"Mason County, TX"
2683,"Matagorda County, TX"
2684,"Maverick County, TX"
2685,"Medina County, TX"
2686,"Menard County, TX"
2687,"Midland County, TX"
2688,"Milam County, TX"
2689,"Mills County, TX"
2690,"Mitchell County, TX"
2691,"Montague County, TX"
2692,"Montgomery County, TX"
2693,"Moore County, TX"
2694,"Morris County, TX"
2695,"Motley County, TX"
2696,"Nacogdoches County, TX"
2697,"Navarro County, TX"
2698,"Newton County, TX"
2699,"Nolan County, TX"
2700,"Nueces County, TX"
2701,"Ochiltree County, TX"
2702,"Oldham County, TX"
2703,"Orange County, TX"
2704,"Palo Pinto County, TX"
2705,"Panola County, TX"
2706,"Parker County, TX"
2707,"Parmer County, TX"
2708,"Pecos County, TX"
2709,"Polk County, TX"
2710,"Potter County, TX"
2711,"Presidio County, TX"
2712,"Rains County, TX"
2713,"Randall County, TX"
2714,"Reagan County, TX"
2715,"Real County, TX"
2716,"Red River County, TX"
2717,"Reeves County, TX"
2718,"Refugio County, TX"
2719,"Roberts County, TX"
2720,"Robertson County, TX"
2721,"Rockwall County, TX"
2722,"Runnels County, TX"
2723,"Rusk County, TX"
2724,"Sabine County, TX"
2725,"San Augustine County, TX"
2726,"San Jacinto County, TX"
2727,"San Patricio County, TX"
2728,"San Saba County, TX"
2729,"Schleicher County, TX"
2730,"Scurry County, TX"
2731,"Shackelford County, TX"
2732,"Shelby County, TX"
2733,"Sherman County, TX"
2734,"Smith County, TX"
2735,"Somervell County, TX"
2736,"Starr County, TX"
2737,"Stephens County, TX"
2738,"Sterling County, TX"
2739,"Stonewall County, TX"
2740,"Sutton County, TX"
2741,"Swisher County, TX"
2742,"Tarrant County, TX"
2743,"Taylor County, TX"
2744,"Terrell County, TX"
2745,"Terry County, TX"
2746,"Throckmorton County, TX"
2747,"Titus County, TX"
2748,"Tom Green County, TX"
2749,"Travis County, TX"
2750,"Trinity County, TX"
2751,"Tyler County, TX"
2752,"Upshur County, TX"
2753,"Upton County, TX"
2754,"Uvalde County, TX"
2755,"Val Verde County, TX"
2756,"Van Zandt County, TX"
2757,"Victoria County, TX"
2758,"Walker County, TX"
2759,"Waller County, TX"
2760,"Ward County, TX"
2761,"Washington County, TX"
2762,"Webb County, TX"
2763,"Wharton County, TX"
2764,"Wheeler County, TX"
2765,"Wichita County, TX"
2766,"Wilbarger County, TX"
2767,"Willacy County, TX"
2768,"Williamson County, TX"
2769,"Wilson County, TX"
2770,"Winkler County, TX"
2771,"Wise County, TX"
2772,"Wood County, TX"
2773,"Yoakum County, TX"
2774,"Young County, TX"
2775,"Zapata County, TX"
2776,"Zavala County, TX"
2777,"Beaver County, UT"
2778,"Box Elder County, UT"
2779,"Cache County, UT"
2780,"Carbon County, UT"
2781,"Daggett County, UT"
2782,"Davis County, UT"
2783,"Duchesne County, UT"
2784,"Emery County, UT"
2785,"Garfield County, UT"
2786,"Grand County, UT"
2787,"Iron County, UT"
2788,"Juab County, UT"
2789,"Kane County, UT"
2790,"Millard County, UT"
2791,"Morgan County, UT"
2792,"Piute County, UT"
2793,"Rich County, UT"
2794,"Salt Lake County, UT"
2795,"San Juan County, UT"
2796,"Sanpete County, UT"
2797,"Sevier County, UT"
2798,"Summit County, UT"
2799,"Tooele County, UT"
2800,"Uintah County, UT"
2801,"Utah County, UT"
2802,"Wasatch County, UT"
2803,"Washington County, UT"
2804,"Wayne County, UT"
2805,"Weber County, UT"
2806,"Addison County, VT"
2807,"Bennington County, VT"
2808,"Caledonia County, VT"
2809,"Chittenden County, VT"
2810,"Essex County, VT"
2811,"Franklin County, VT"
2812,"Grand Isle County, VT"
2813,"Lamoille County, VT"
2814,"Orange County, VT"
2815,"Orleans County, VT"
2816,"Rutland County, VT"
2817,"Washington County, VT"
2818,"Windham County, VT"
2819,"Windsor County, VT"
2820,"Accomack County, VA"
2821,"Albemarle County, VA"
2822,"Alleghany County, VA"
2823,"Amelia County, VA"
2824,"Amherst County, VA"
2825,"Appomattox County, VA"
2826,"Arlington County, VA"
2827,"Augusta County, VA"
2828,"Bath County, VA"
2829,"Bedford County, VA"
2830,"Bland County, VA"
2831,"Botetourt County, VA"
2832,"Brunswick County, VA"
2833,"Buchanan County, VA"
2834,"Buckingham County, VA"
2835,"Campbell County, VA"
2836,"Caroline County, VA"
2837,"Carroll County, VA"
2838,"Charles City County, VA"
2839,"Charlotte County, VA"
2840,"Chesterfield County, VA"
2841,"Clarke County, VA"
2842,"Craig County, VA"
2843,"Culpeper County, VA"
2844,"Cumberland County, VA"
2845,"Dickenson County, VA"
2846,"Dinwiddie County, VA"
2847,"Essex County, VA"
2848,"Fairfax County, VA"
2849,"Fauquier County, VA"
2850,"Floyd County, VA"
2851,"Fluvanna County, VA"
2852,"Franklin County, VA"
2853,"Frederick County, VA"
2854,"Giles County, VA"
2855,"Gloucester County, VA"
2856,"Goochland County, VA"
2857,"Grayson County, VA"
2858,"Greene County, VA"
2859,"Greensville County, VA"
2860,"Halifax County, VA"
2861,"Hanover County, VA"
2862,"Henrico County, VA"
2863,"Henry County, VA"
2864,"Highland County, VA"
2865,"Isle of Wight County, VA"
2866,"James City County, VA"
2867,"King and Queen County, VA"
2868,"King George County, VA"
2869,"King William County, VA"
2870,"Lancaster County, VA"
2871,"Lee County, VA"
2872,"Loudoun County, VA"
2873,"Louisa County, VA"
2874,"Lunenburg County, VA"
2875,"Madison County, VA"
2876,"Mathews County, VA"
2877,"Mecklenburg County, VA"
2878,"Middlesex County, VA"
2879,"Montgomery County, VA"
2880,"Nelson County, VA"
2881,"New Kent County, VA"
2882,"Northampton County, VA"
2883,"Northumberland County, VA"
2884,"Nottoway County, VA"
2885,"Orange County, VA"
2886,"Page County, VA"
2887,"Patrick County, VA"
2888,"Pittsylvania County, VA"
2889,"Powhatan County, VA"
2890,"Prince Edward County, VA"
2891,"Prince George County, VA"
2892,"Prince William County, VA"
2893,"Pulaski County, VA"
2894,"Rappahannock County, VA"
2895,"Richmond County, VA"
2896,"Roanoke County, VA"
2897,"Rockbridge County, VA"
2898,"Rockingham County, VA"
2899,"Russell County, VA"
2900,"Scott County, VA"
2901,"Shenandoah County, VA"
2902,"Smyth County, VA"
2903,"Southampton County, VA"
2904,"Spotsylvania County, VA"
2905,"Stafford County, VA"
2906,"Surry County, VA"
2907,"Sussex County, VA"
2908,"Tazewell County, VA"
2909,"Warren County, VA"
2910,"Washington County, VA"
2911,"Westmoreland County, VA"
2912,"Wise County, VA"
2913,"Wythe County, VA"
2914,"York County, VA"
2915,"City of Alexandria, VA"
2916,"City of Bristol, VA"
2917,"City of Buena Vista, VA"
2918,"City of Charlottesville, VA"
2919,"City of Chesapeake, VA"
2920,"City of Colonial Heights, VA"
2921,"City of Covington, VA"
2922,"City of Danville, VA"
2923,"City of Emporia, VA"
2924,"City of Fairfax, VA"
2925,"City of Falls Church, VA"
2926,"City of Franklin, VA"
2927,"City of Fredericksburg, VA"
2928,"City of Galax, VA"
2929,"City of Hampton, VA"
2930,"City of Harrisonburg, VA"
2931,"City of Hopewell, VA"
2932,"City of Lexington, VA"
2933,"City of Lynchburg, VA"
2934,"City of Manassas, VA"
2935,"City of Manassas Park, VA"
2936,"City of Martinsville, VA"
2937,"City of Newport News, VA"
2938,"City of Norfolk, VA"
2939,"City of Norton, VA"
2940,"City of Petersburg, VA"
2941,"City of Poquoson, VA"
2942,"City of Portsmouth, VA"
2943,"City of Radford, VA"
2944,"City of Richmond, VA"
2945,"City of Roanoke, VA"
2946,"City of Salem, VA"
2947,"City of Staunton, VA"
2948,"City of Suffolk, VA"
2949,"City of Virginia Beach, VA"
2950,"City of Waynesboro, VA"
2951,"City of Williamsburg, VA"
2952,"City of Winchester, VA"
2953,"Adams County, WA"
2954,"Asotin County, WA"
2955,"Benton County, WA"
2956,"Chelan County, WA"
2957,"Clallam County, WA"
2958,"Clark County, WA"
2959,"Columbia County, WA"
2960,"Cowlitz County, WA"
2961,"Douglas County, WA"
2962,"Ferry County, WA"
2963,"Franklin County, WA"
2964,"Garfield County, WA"
2965,"Grant County, WA"
2966,"Grays Harbor County, WA"
2967,"Island County, WA"
2968,"Jefferson County, WA"
2969,"King County, WA"
2970,"Kitsap County, WA"
2971,"Kittitas County, WA"
2972,"Klickitat County, WA"
2973,"Lewis County, WA"
2974,"Lincoln County, WA"
2975,"Mason County, WA"
2976,"Okanogan County, WA"
2977,"Pacific County, WA"
2978,"Pend Oreille County, WA"
2979,"Pierce County, WA"
2980,"San Juan County, WA"
2981,"Skagit County, WA"
2982,"Skamania County, WA"
2983,"Snohomish County, WA"
2984,"Spokane County, WA"
2985,"Stevens County, WA"
2986,"Thurston County, WA"
2987,"Wahkiakum County, WA"
2988,"Walla Walla County, WA"
2989,"Whatcom County, WA"
2990,"Whitman County, WA"
2991,"Yakima County, WA"
2992,"Barbour County, WV"
2993,"Berkeley County, WV"
2994,"Boone County, WV"
2995,"Braxton County, WV"
2996,"Brooke County, WV"
2997,"Cabell County, WV"
2998,"Calhoun County, WV"
2999,"Clay County, WV"
3000,"Doddridge County, WV"
3001,"Fayette County, WV"
3002,"Gilmer County, WV"
3003,"Grant County, WV"
3004,"Greenbrier County, WV"
3005,"Hampshire County, WV"
3006,"Hancock County, WV"
3007,"Hardy County, WV"
3008,"Harrison County, WV"
3009,"Jackson County, WV"
3010,"Jefferson County, WV"
3011,"Kanawha County, WV"
3012,"Lewis County, WV"
3013,"Lincoln County, WV"
3014,"Logan County, WV"
3015,"McDowell County, WV"
3016,"Marion County, WV"
3017,"Marshall County, WV"
3018,"Mason County, WV"
3019,"Mercer County, WV"
3020,"Mineral County, WV"
3021,"Mingo County, WV"
